purchaseOrderId,clintId,addressShipperId,datePurchaseOrder,subtotal,iva,amountTotal,statusOrder,paymentMethod,shipperId,carrier,trackingNumber,amountShipper,statusId,noteShipper
321309d4-fc3b-45be-99a5-b8f2d7c0ca67,CL3723,ADDR468,2024-11-21 06:57:14,694.83,125.07,819.90,Pending,PayPal,SHP769,USPS,TRK515819,44.21,2,Fragile
0ec66176-19ac-41d1-960e-b7e875c03d00,CL8739,ADDR264,2024-07-10 06:57:14,829.52,149.31,978.83,Processing,Bank Transfer,SHP238,USPS,TRK300827,31.41,3,Fragile
66308e1e-66bb-4dc4-9355-d56d2ada3b51,CL7876,ADDR498,2024-11-26 06:57:14,388.81,69.99,458.80,Delivered,Bank Transfer,SHP883,USPS,TRK249182,90.53,5,Fragile
e058f1fc-374e-4114-92ea-678e01035b7a,CL8219,ADDR628,2024-09-21 06:57:14,629.02,113.22,742.24,Processing,Bank Transfer,SHP441,USPS,TRK449996,50.39,2,Fragile
5d875e09-cd31-4d86-9f4b-9ab0b6647a16,CL9289,ADDR332,2025-04-05 06:57:14,624.87,112.48,737.35,Pending,Credit Card,SHP611,UPS,TRK673906,12.85,1,Fragile
5451eafb-3912-4bbd-b848-a6dc676a3080,CL4181,ADDR426,2025-03-29 06:57:14,676.36,121.74,798.10,Shipped,PayPal,SHP569,DHL,TRK202043,78.35,5,Leave at front door
73d7d54b-f6fe-4482-9f75-1f73a42b5fdb,CL1699,ADDR400,2025-03-12 06:57:14,915.17,164.73,1079.90,Delivered,Credit Card,SHP804,FedEx,TRK156991,40.01,5,Express delivery
3318dd0b-12f2-4c7d-b11d-7b2c89917008,CL7693,ADDR136,2025-05-09 06:57:14,289.59,52.13,341.72,Shipped,PayPal,SHP485,USPS,TRK386851,26.99,4,Signature required
042d973d-cfee-4542-942e-886142268e58,CL2541,ADDR399,2025-01-15 06:57:14,913.36,164.40,1077.76,Cancelled,PayPal,SHP106,FedEx,TRK819847,32.68,5,Handle with care
92b6ac1e-4a96-4950-930a-c68b3154ba59,CL6518,ADDR736,2024-07-27 06:57:14,830.00,149.40,979.40,Delivered,Credit Card,SHP139,DHL,TRK876994,88.77,3,Express delivery
90f70faf-5eaa-4345-8f3e-0c8285960d56,CL7814,ADDR747,2025-06-24 06:57:14,460.45,82.88,543.33,Cancelled,Bank Transfer,SHP202,UPS,TRK175437,98.80,2,Signature required
f6588456-a316-4883-932d-a9783d65226d,CL8248,ADDR538,2024-12-14 06:57:14,149.94,26.99,176.93,Cancelled,Cash,SHP830,UPS,TRK810817,45.49,4,Fragile
36be03f6-d20c-467d-9264-bb7c1d0c7bfa,CL1061,ADDR769,2025-01-15 06:57:14,432.18,77.79,509.97,Cancelled,Cash,SHP247,USPS,TRK200412,66.06,4,Signature required
76f5cfa8-641d-47a0-bebf-ea2b0742ad93,CL5513,ADDR804,2025-02-26 06:57:14,298.88,53.80,352.68,Shipped,Cash,SHP178,UPS,TRK290309,66.03,4,Signature required
a6d1dd57-b3cb-4504-8a96-ab71c34678a0,CL1881,ADDR273,2025-02-03 06:57:14,188.98,34.02,223.00,Cancelled,PayPal,SHP996,USPS,TRK948637,95.00,4,Fragile
c8c57ea2-833b-4831-be5c-98a4696474f7,CL4433,ADDR925,2024-10-02 06:57:14,165.71,29.83,195.54,Processing,PayPal,SHP350,DHL,TRK412789,36.09,1,Signature required
ca76b409-d86a-46b8-9f20-9fd503cd2392,CL8627,ADDR637,2024-07-06 06:57:14,552.00,99.36,651.36,Delivered,PayPal,SHP794,USPS,TRK236627,85.56,2,Signature required
00e081ca-ac72-4014-b404-0245f655706f,CL5102,ADDR275,2025-01-07 06:57:14,881.36,158.64,1040.00,Delivered,Credit Card,SHP674,USPS,TRK770314,90.99,2,Express delivery
e0f6cd23-177f-4001-8831-3ab3759366a3,CL9931,ADDR400,2025-02-14 06:57:14,772.65,139.08,911.73,Processing,Credit Card,SHP306,DHL,TRK171887,75.50,1,Fragile
3210d7ba-7297-4ab6-abcb-8f82e3d85c94,CL1237,ADDR261,2024-11-09 06:57:14,626.34,112.74,739.08,Processing,Cash,SHP511,DHL,TRK202540,24.09,5,Handle with care
9ceb47ff-56e1-497c-9d31-db048b936780,CL2395,ADDR109,2025-01-16 06:57:14,321.96,57.95,379.91,Delivered,Credit Card,SHP990,FedEx,TRK763004,17.58,5,Fragile
ac164277-3ba0-4559-8610-9e1c532c5c0c,CL2972,ADDR205,2025-03-27 06:57:14,322.84,58.11,380.95,Shipped,Credit Card,SHP467,USPS,TRK326508,99.98,1,Express delivery
08097c6f-8a77-4d21-bf3f-af120d18714f,CL5793,ADDR446,2025-06-28 06:57:14,391.33,70.44,461.77,Pending,Credit Card,SHP731,UPS,TRK993385,53.14,4,Express delivery
a18799f0-58d4-4251-a66e-c2f15c312efc,CL6510,ADDR461,2024-09-06 06:57:14,788.03,141.85,929.88,Processing,Credit Card,SHP370,USPS,TRK901080,17.91,1,Handle with care
a9bb49d0-b1c3-4ae4-874f-788de2725bd4,CL3001,ADDR337,2025-03-08 06:57:14,180.96,32.57,213.53,Shipped,Bank Transfer,SHP601,FedEx,TRK855829,30.38,3,Leave at front door
ecd1832e-e2da-4ddf-bf15-b92448161da2,CL9957,ADDR683,2024-09-02 06:57:14,166.56,29.98,196.54,Cancelled,PayPal,SHP845,UPS,TRK805058,42.64,3,Leave at front door
e63158bf-b312-4002-aa7e-15a2d4567aae,CL5215,ADDR997,2024-08-23 06:57:14,944.84,170.07,1114.91,Cancelled,Cash,SHP417,DHL,TRK325860,33.09,2,Fragile
497f7256-4d91-478c-9e67-62f7f3004bc4,CL4874,ADDR474,2024-10-16 06:57:14,241.56,43.48,285.04,Pending,Cash,SHP679,DHL,TRK259494,24.53,4,Signature required
0126c691-cbeb-477d-9747-72efd01152da,CL8822,ADDR233,2024-09-16 06:57:14,581.47,104.66,686.13,Cancelled,PayPal,SHP624,DHL,TRK676365,12.24,2,Express delivery
5b5c5e90-c38d-406d-8117-06d755faac06,CL3988,ADDR352,2024-11-16 06:57:14,341.63,61.49,403.12,Delivered,Bank Transfer,SHP341,FedEx,TRK105023,49.07,5,Express delivery
507b4711-6fa8-4dd0-ac1d-756d5f2278a4,CL3344,ADDR258,2024-10-16 06:57:14,654.58,117.82,772.40,Delivered,PayPal,SHP266,UPS,TRK764904,23.29,2,Handle with care
97fdab58-435b-4df5-b58a-436659abe8a4,CL2905,ADDR328,2025-06-04 06:57:14,643.94,115.91,759.85,Shipped,Credit Card,SHP822,DHL,TRK276621,22.87,1,Leave at front door
4524d4cc-a9f9-415a-b021-3d74c7c5112b,CL7571,ADDR231,2025-01-23 06:57:14,434.23,78.16,512.39,Pending,Cash,SHP597,USPS,TRK274273,39.29,5,Handle with care
39c6d3ce-1662-4789-b466-9b727bed2f25,CL9137,ADDR161,2024-08-08 06:57:14,793.37,142.81,936.18,Delivered,PayPal,SHP238,DHL,TRK754112,64.13,3,Express delivery
09bd17f2-3516-4325-9489-498f69821030,CL7475,ADDR740,2025-03-15 06:57:14,435.73,78.43,514.16,Shipped,Bank Transfer,SHP514,UPS,TRK322037,76.05,2,Handle with care
6d9258f9-4561-485d-b420-c2cebb349dec,CL9055,ADDR825,2025-02-14 06:57:14,350.45,63.08,413.53,Pending,Bank Transfer,SHP330,USPS,TRK210187,77.18,3,Handle with care
e3657a54-a46b-441a-af73-63464f338962,CL3365,ADDR713,2024-09-15 06:57:14,365.31,65.76,431.07,Pending,Cash,SHP854,USPS,TRK154270,25.27,5,Express delivery
36a815ec-f1d5-4f3e-96d7-f794172d9f91,CL9247,ADDR374,2025-05-30 06:57:14,503.70,90.67,594.37,Shipped,Cash,SHP986,UPS,TRK717776,74.30,4,Handle with care
05f1c438-4e82-49bb-829d-0e2d2f867ed3,CL3980,ADDR220,2024-11-30 06:57:14,799.13,143.84,942.97,Pending,Bank Transfer,SHP928,USPS,TRK714073,87.80,1,Handle with care
8fe27171-baba-4323-ba2d-f50bc0e3ce03,CL6424,ADDR509,2025-05-18 06:57:14,316.40,56.95,373.35,Pending,PayPal,SHP826,USPS,TRK971783,47.74,1,Express delivery
f065ce71-bbba-4c6b-82d5-bd48b9acb38d,CL6059,ADDR511,2025-06-19 06:57:14,921.18,165.81,1086.99,Delivered,Bank Transfer,SHP933,USPS,TRK558478,78.14,1,Handle with care
e41e7eb2-350c-4f5c-84c3-925eb1b217b0,CL9537,ADDR150,2024-12-16 06:57:14,293.91,52.90,346.81,Processing,Cash,SHP566,FedEx,TRK359832,75.66,2,Express delivery
8a7a2a17-1ab5-4071-8702-5b7f5af85706,CL6094,ADDR365,2024-08-06 06:57:14,435.27,78.35,513.62,Pending,Cash,SHP835,DHL,TRK459803,56.35,2,Handle with care
1355a857-832b-49db-881e-40339c97d36a,CL9336,ADDR982,2024-11-20 06:57:14,230.89,41.56,272.45,Delivered,Bank Transfer,SHP823,UPS,TRK122496,13.85,5,Leave at front door
2c77f753-1371-4ef1-b0f1-b58333efca22,CL2825,ADDR414,2025-05-03 06:57:14,442.29,79.61,521.90,Delivered,PayPal,SHP332,UPS,TRK199742,50.64,3,Signature required
619fdc7a-5bda-4cff-90dc-b032c04a59db,CL5941,ADDR840,2024-11-15 06:57:14,200.39,36.07,236.46,Delivered,PayPal,SHP339,DHL,TRK960236,12.29,4,Fragile
7738f68c-0ef3-455b-96e1-a63da31708b6,CL8174,ADDR932,2024-09-21 06:57:14,196.51,35.37,231.88,Pending,Cash,SHP469,USPS,TRK211828,71.13,4,Express delivery
f521cd99-2fdf-49a2-874b-50d58d5c9d7f,CL4711,ADDR842,2024-07-14 06:57:14,759.46,136.70,896.16,Cancelled,PayPal,SHP793,UPS,TRK607663,56.34,1,Express delivery
415b8be5-4fc0-4f6b-a7b7-b059885bf810,CL4077,ADDR267,2025-04-15 06:57:14,684.65,123.24,807.89,Processing,Bank Transfer,SHP430,UPS,TRK980145,34.73,5,Leave at front door
e65de443-636c-4b7d-8be0-35fe607cda95,CL9839,ADDR818,2025-03-11 06:57:14,352.88,63.52,416.40,Delivered,PayPal,SHP259,FedEx,TRK326030,31.04,2,Signature required
d1ef56ca-2c21-4450-85fd-4cfd0a590359,CL9898,ADDR904,2025-06-10 06:57:14,574.24,103.36,677.60,Cancelled,PayPal,SHP616,FedEx,TRK983355,97.05,2,Handle with care
f3bdb78e-da90-4df9-aa93-32c8d490ee73,CL7676,ADDR845,2025-01-10 06:57:14,219.08,39.43,258.51,Processing,Credit Card,SHP410,DHL,TRK602830,33.21,1,Leave at front door
8b1d8122-b129-4322-a1ba-e773650d1f3b,CL1548,ADDR414,2025-05-22 06:57:14,997.37,179.53,1176.90,Shipped,Cash,SHP806,DHL,TRK851130,45.09,1,Express delivery
09d2c199-1f4f-4033-908e-6b133816d711,CL4043,ADDR916,2025-03-03 06:57:14,514.91,92.68,607.59,Pending,Credit Card,SHP186,DHL,TRK164473,84.60,4,Signature required
38162907-1add-4c1e-bb9b-2c06bb194406,CL5174,ADDR948,2025-03-20 06:57:14,216.74,39.01,255.75,Cancelled,Bank Transfer,SHP991,FedEx,TRK662847,30.42,1,Handle with care
caccd3f8-5f5c-423a-a7f2-45e0d8547098,CL8613,ADDR544,2025-03-18 06:57:14,860.63,154.91,1015.54,Shipped,Cash,SHP753,DHL,TRK949459,58.13,4,Handle with care
0bff1baf-0ca9-4169-8946-91b4205ff70f,CL8902,ADDR600,2024-08-13 06:57:14,531.81,95.73,627.54,Processing,Cash,SHP341,UPS,TRK163798,88.25,2,Handle with care
a2fdd58d-2e2d-4afa-9ba5-81ea7860a0aa,CL3292,ADDR367,2025-03-20 06:57:14,690.40,124.27,814.67,Shipped,Credit Card,SHP218,DHL,TRK645010,92.31,5,Leave at front door
6004060b-b527-4620-82d8-94f9d2255d87,CL4129,ADDR276,2025-03-12 06:57:14,458.68,82.56,541.24,Cancelled,Cash,SHP913,UPS,TRK186918,55.70,4,Express delivery
72f7ac63-7887-41f7-8887-0370d07dd404,CL7829,ADDR580,2025-04-20 06:57:14,763.19,137.37,900.56,Shipped,Cash,SHP299,FedEx,TRK348487,55.80,3,Handle with care
da5be936-5b11-4087-8879-d411f9909b8e,CL4594,ADDR579,2024-11-22 06:57:14,923.02,166.14,1089.16,Pending,Cash,SHP132,DHL,TRK464847,32.13,5,Express delivery
9231c714-d084-4247-ab9b-7b34a5471a37,CL6238,ADDR692,2024-08-12 06:57:14,305.93,55.07,361.00,Processing,Cash,SHP340,FedEx,TRK123768,64.09,4,Express delivery
c95a489a-b918-4071-a8e7-1daace889740,CL3067,ADDR333,2024-09-04 06:57:14,323.67,58.26,381.93,Cancelled,Bank Transfer,SHP358,DHL,TRK957710,10.98,1,Handle with care
ba29c455-2b32-460e-a5e5-295ca0d771e6,CL8362,ADDR966,2024-10-28 06:57:14,243.48,43.83,287.31,Cancelled,Bank Transfer,SHP841,UPS,TRK314604,85.17,1,Handle with care
12715593-2751-4f0d-955d-a96fbbd58f9f,CL3172,ADDR310,2024-11-23 06:57:14,820.77,147.74,968.51,Delivered,Bank Transfer,SHP916,UPS,TRK736535,39.18,5,Fragile
057eeb1b-a178-4d42-aee1-6cc6a63a948a,CL7056,ADDR413,2024-09-10 06:57:14,488.71,87.97,576.68,Pending,Credit Card,SHP418,FedEx,TRK307250,28.64,2,Fragile
734cdbe9-ebd2-451e-822c-ec04b3596a7d,CL4515,ADDR578,2025-02-18 06:57:14,622.11,111.98,734.09,Cancelled,Bank Transfer,SHP523,UPS,TRK689400,61.74,3,Handle with care
a2162b64-0f5b-4684-b6d6-198398af7150,CL6779,ADDR423,2024-08-17 06:57:14,934.06,168.13,1102.19,Delivered,Cash,SHP879,UPS,TRK355542,17.21,3,Leave at front door
47ba9e1a-13c2-4106-8521-70bff0772eb5,CL6798,ADDR651,2025-03-11 06:57:14,652.28,117.41,769.69,Cancelled,Bank Transfer,SHP319,FedEx,TRK775873,71.36,4,Fragile
03f4dea4-9b48-4394-b01b-ed93f4340285,CL5562,ADDR700,2024-08-11 06:57:14,669.32,120.48,789.80,Processing,Bank Transfer,SHP608,USPS,TRK341040,23.14,5,Fragile
5a911bc7-3efc-4e8c-9d4e-c84a809975e5,CL8796,ADDR786,2024-07-12 06:57:14,951.15,171.21,1122.36,Delivered,PayPal,SHP562,UPS,TRK751100,32.92,1,Express delivery
e6fe6c1f-1dde-4ad6-bcbf-aaa5308669d8,CL2509,ADDR488,2024-11-01 06:57:14,973.06,175.15,1148.21,Delivered,PayPal,SHP149,USPS,TRK595956,24.92,5,Handle with care
2b4555d9-02e1-47e2-8318-2bff922fbf72,CL6792,ADDR779,2024-11-24 06:57:14,766.14,137.91,904.05,Shipped,PayPal,SHP902,FedEx,TRK944420,60.23,5,Handle with care
8bcc7f33-0ed1-4b8e-b9ce-e89d5d160383,CL8964,ADDR338,2025-03-05 06:57:14,988.07,177.85,1165.92,Delivered,Bank Transfer,SHP186,DHL,TRK371191,50.74,1,Handle with care
884d13f4-729d-4ad2-839d-45516507c4df,CL9484,ADDR749,2025-06-27 06:57:14,605.36,108.96,714.32,Processing,Credit Card,SHP423,UPS,TRK227664,11.69,4,Leave at front door
026f20f8-5ab0-45a9-9d53-7902f005135a,CL4020,ADDR518,2024-09-19 06:57:14,964.57,173.62,1138.19,Processing,Cash,SHP415,USPS,TRK510204,90.40,1,Signature required
25933bba-9961-4e0a-80b7-3477349a442c,CL9788,ADDR837,2025-04-19 06:57:14,597.59,107.57,705.16,Delivered,Credit Card,SHP193,USPS,TRK268899,51.90,1,Signature required
8cb635d6-39f2-4a0b-b219-30faae0ae627,CL7100,ADDR738,2024-08-30 06:57:14,109.54,19.72,129.26,Pending,Cash,SHP722,DHL,TRK193394,43.50,4,Express delivery
dbc49e0c-1f38-42ad-bc45-b6b3ed1182e8,CL4637,ADDR545,2025-01-25 06:57:14,805.89,145.06,950.95,Pending,Bank Transfer,SHP515,DHL,TRK315222,10.64,5,Express delivery
170ac387-e986-45d9-a1e1-0aa7c6e5fff9,CL2516,ADDR580,2024-09-17 06:57:14,149.28,26.87,176.15,Shipped,Credit Card,SHP564,DHL,TRK453222,41.41,3,Leave at front door
e119df59-f970-4bd7-829c-0b2ea1bfb524,CL4837,ADDR761,2024-07-09 06:57:14,545.27,98.15,643.42,Processing,Cash,SHP189,USPS,TRK138055,28.63,4,Signature required
aa1ac500-f88a-430d-8344-ab7d45c2e705,CL3667,ADDR395,2024-07-22 06:57:14,943.05,169.75,1112.80,Cancelled,Credit Card,SHP831,USPS,TRK994302,55.08,5,Express delivery
25826554-8047-4592-932a-5459bb13f511,CL5318,ADDR144,2025-06-13 06:57:14,791.66,142.50,934.16,Pending,Cash,SHP109,UPS,TRK626930,79.03,1,Express delivery
0357837e-ab97-45cb-bc16-4dbf4582605e,CL5319,ADDR475,2024-12-23 06:57:14,337.62,60.77,398.39,Pending,Bank Transfer,SHP833,DHL,TRK720686,43.28,2,Leave at front door
acddefb7-2e06-4b9a-a82d-09156797c5cd,CL4143,ADDR264,2024-10-15 06:57:14,864.93,155.69,1020.62,Processing,PayPal,SHP606,USPS,TRK299729,32.47,1,Signature required
6e10d687-2b59-442f-a695-0ed209722467,CL1813,ADDR109,2025-02-18 06:57:14,393.64,70.86,464.50,Processing,Bank Transfer,SHP690,FedEx,TRK574494,66.52,1,Leave at front door
d98d6865-0b75-4f12-bfc4-6637a97fc0ba,CL7012,ADDR117,2025-04-10 06:57:14,206.97,37.25,244.22,Pending,PayPal,SHP248,UPS,TRK658423,78.51,1,Signature required
415c40b7-6ee8-4bd3-8eb1-c4413a0a0bcd,CL4876,ADDR381,2024-09-17 06:57:14,737.54,132.76,870.30,Processing,Cash,SHP893,FedEx,TRK388744,25.65,1,Signature required
5ad94437-0bab-4ba2-b497-fefdb91721ff,CL7356,ADDR502,2024-12-13 06:57:14,414.70,74.65,489.35,Cancelled,PayPal,SHP585,FedEx,TRK729728,65.51,5,Signature required
f123a338-b929-4b84-a44a-69c43bc6d64c,CL5104,ADDR189,2024-09-20 06:57:14,528.00,95.04,623.04,Processing,Credit Card,SHP334,USPS,TRK165696,60.99,4,Express delivery
ca5d51e4-38ae-4136-9fe5-9bfd5db86c6c,CL3441,ADDR374,2025-05-09 06:57:14,435.79,78.44,514.23,Shipped,Credit Card,SHP194,UPS,TRK589227,15.41,4,Signature required
ec7aa7a2-fc11-4700-98d1-1c8e3a68ebdf,CL9365,ADDR984,2024-07-09 06:57:14,462.97,83.33,546.30,Processing,PayPal,SHP423,UPS,TRK365152,25.24,2,Leave at front door
c7fbec85-170b-4739-a4de-1bab6a537dc4,CL9479,ADDR758,2025-06-12 06:57:14,824.98,148.50,973.48,Pending,Credit Card,SHP834,DHL,TRK547630,63.76,4,Handle with care
f06ae62d-dd66-43da-93c8-fefa37e244e5,CL8176,ADDR926,2025-04-21 06:57:14,533.64,96.06,629.70,Cancelled,PayPal,SHP810,USPS,TRK256275,25.55,3,Leave at front door
8c0220ee-e325-4238-b556-eb69b47b1133,CL7230,ADDR992,2025-02-17 06:57:14,851.23,153.22,1004.45,Delivered,Bank Transfer,SHP403,FedEx,TRK942444,37.46,3,Handle with care
cc0f0674-2be8-4d8f-a6dc-c1b098231ead,CL4455,ADDR832,2025-03-16 06:57:14,106.50,19.17,125.67,Cancelled,Cash,SHP754,FedEx,TRK638439,47.10,2,Signature required
b14e35ab-c0a6-4cf6-93d2-57ae0dfcabed,CL5018,ADDR497,2024-12-05 06:57:14,721.83,129.93,851.76,Cancelled,Credit Card,SHP916,USPS,TRK540649,58.87,5,Express delivery
ac12a139-12ff-408d-8085-7901f21901c9,CL2507,ADDR368,2025-02-15 06:57:14,386.31,69.54,455.85,Cancelled,Cash,SHP738,USPS,TRK243837,39.57,3,Fragile
6cd42c58-70f8-4e06-a9b3-c5494555c1fb,CL8919,ADDR266,2024-11-17 06:57:14,791.20,142.42,933.62,Delivered,Bank Transfer,SHP214,FedEx,TRK217949,61.41,1,Leave at front door
6cfbce7f-2bd2-4313-be89-e3ffd2f25cdf,CL2393,ADDR358,2024-07-11 06:57:14,220.17,39.63,259.80,Delivered,Credit Card,SHP169,USPS,TRK488078,67.28,5,Signature required
d1c9b5d1-78f2-4dec-b4d8-dcf1704b7df3,CL8648,ADDR983,2025-01-06 06:57:14,489.03,88.03,577.06,Pending,Bank Transfer,SHP142,FedEx,TRK889668,36.54,4,Leave at front door
ec5bce49-6fa2-495d-a5b6-c438e5543bbd,CL9226,ADDR968,2024-07-27 06:57:14,946.93,170.45,1117.38,Processing,Cash,SHP139,FedEx,TRK974661,68.76,3,Fragile
40051ed7-fc3e-443a-8be8-fd30af2a36d0,CL9789,ADDR679,2024-10-21 06:57:14,660.84,118.95,779.79,Pending,Bank Transfer,SHP534,FedEx,TRK632230,40.55,2,Handle with care
17b065c3-1176-4f46-826f-bd2d0e8bbdb2,CL8486,ADDR945,2025-04-26 06:57:14,205.18,36.93,242.11,Shipped,Credit Card,SHP335,UPS,TRK133073,34.14,5,Handle with care
842e3ba4-4629-437a-83cf-7ce4aa6981c3,CL1710,ADDR803,2024-12-10 06:57:14,626.20,112.72,738.92,Shipped,Bank Transfer,SHP707,USPS,TRK110324,84.10,5,Express delivery
11a096ca-bf94-4a11-ae88-3757b9e74246,CL1878,ADDR332,2025-05-16 06:57:14,570.55,102.70,673.25,Cancelled,Cash,SHP598,FedEx,TRK291877,44.29,1,Express delivery
3526b033-65b7-4e4d-bdce-e0a561da41b2,CL1486,ADDR422,2024-08-19 06:57:14,201.58,36.28,237.86,Processing,Cash,SHP519,DHL,TRK927805,10.90,1,Fragile
7f7fac78-7169-48ee-8de4-b1da626e5226,CL8833,ADDR878,2025-01-05 06:57:14,103.63,18.65,122.28,Cancelled,Credit Card,SHP468,DHL,TRK427634,77.96,4,Signature required
ba3a973b-0e66-4070-82c6-53f8bf94b6e9,CL5138,ADDR492,2025-06-18 06:57:14,758.30,136.49,894.79,Shipped,PayPal,SHP568,UPS,TRK613866,76.92,4,Fragile
ed273a31-94b0-4234-999c-a7ea5b9e325c,CL8094,ADDR269,2025-01-31 06:57:14,989.48,178.11,1167.59,Delivered,Credit Card,SHP156,UPS,TRK844117,61.84,1,Leave at front door
689837e0-fc9d-411f-ac01-b13542c9c7a3,CL4879,ADDR334,2025-01-24 06:57:14,952.55,171.46,1124.01,Cancelled,Cash,SHP357,FedEx,TRK413178,32.60,2,Leave at front door
813a6207-f973-4706-941f-e39482e2b9cb,CL6270,ADDR970,2025-06-06 06:57:14,384.58,69.22,453.80,Delivered,Cash,SHP227,UPS,TRK235759,80.21,2,Leave at front door
c7136072-9617-4d0e-8239-9a0a0d939384,CL3180,ADDR490,2025-02-09 06:57:14,763.86,137.49,901.35,Pending,Bank Transfer,SHP518,USPS,TRK977002,35.47,1,Express delivery
bef89eaa-6885-483b-a01e-04ceaf27d1ab,CL6763,ADDR475,2025-06-04 06:57:14,670.28,120.65,790.93,Delivered,PayPal,SHP741,UPS,TRK309860,84.82,5,Handle with care
0f41add2-d87b-4df0-88d8-b8838e33ecf8,CL6996,ADDR304,2024-08-10 06:57:14,999.20,179.86,1179.06,Delivered,Credit Card,SHP501,UPS,TRK909185,98.89,2,Signature required
3c248788-e751-4071-83b5-40564a135c0d,CL8106,ADDR754,2025-06-30 06:57:14,856.71,154.21,1010.92,Shipped,Credit Card,SHP130,DHL,TRK952567,33.44,4,Handle with care
88da6dec-d5e3-4b8c-86d1-6f366a8efec1,CL1503,ADDR642,2024-12-08 06:57:14,252.94,45.53,298.47,Shipped,Cash,SHP155,UPS,TRK522568,66.15,5,Express delivery
efe80896-6047-46a6-a8f1-aa256dd4e0a2,CL5741,ADDR159,2025-01-14 06:57:14,592.66,106.68,699.34,Processing,Bank Transfer,SHP274,UPS,TRK197066,52.72,3,Handle with care
0dbfa1f4-9626-45a7-a010-864d84622c88,CL5828,ADDR200,2025-01-10 06:57:14,236.65,42.60,279.25,Delivered,PayPal,SHP783,DHL,TRK777278,86.72,4,Signature required
2fce9dd8-9c9c-45dd-bf9c-ce2d97586bec,CL9469,ADDR484,2025-02-21 06:57:14,702.28,126.41,828.69,Cancelled,Bank Transfer,SHP909,UPS,TRK613320,11.32,1,Express delivery
051c9868-cfc0-4de4-9e33-10a019ecfd30,CL3569,ADDR395,2024-08-30 06:57:14,343.11,61.76,404.87,Delivered,Bank Transfer,SHP811,FedEx,TRK449317,43.95,2,Leave at front door
bc326935-103c-48db-a846-b66b75f65079,CL6754,ADDR988,2025-05-28 06:57:14,196.76,35.42,232.18,Delivered,Credit Card,SHP690,UPS,TRK122428,99.51,5,Fragile
8f0470df-a0f3-43f8-91c5-0c7a87dbe916,CL6692,ADDR694,2024-10-24 06:57:14,306.33,55.14,361.47,Pending,PayPal,SHP147,USPS,TRK404324,41.57,1,Fragile
4f0f6997-8458-4c2c-b60b-93363a69326b,CL7343,ADDR496,2024-09-13 06:57:14,927.80,167.00,1094.80,Processing,Bank Transfer,SHP876,FedEx,TRK900757,84.14,5,Leave at front door
8c2af845-857f-4d13-9f21-f5bfbeb0834c,CL4483,ADDR895,2025-04-02 06:57:14,239.34,43.08,282.42,Pending,Credit Card,SHP932,FedEx,TRK681669,77.98,3,Leave at front door
0f1ff9f0-75f8-45b9-8785-651dfd6d09f3,CL2881,ADDR350,2025-05-21 06:57:14,371.89,66.94,438.83,Cancelled,Bank Transfer,SHP457,UPS,TRK777604,92.94,2,Signature required
4f022f20-c803-4944-9623-96cff9a7ab69,CL4163,ADDR671,2024-12-16 06:57:14,874.00,157.32,1031.32,Cancelled,Cash,SHP856,FedEx,TRK470672,72.25,2,Express delivery
